cod_producto;descripcion_raiz;desc_ext;concentracion;id_forma;id_labo;habilitaciones
148200011;ULTRA E;;1000UI;12;97;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44720033;ULTRA K;;;13;479;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
183410011;ULTRA OMEGA-3;;;12;669;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
230690016;ULTRA VITAMINA C;;;1;669;GUATEMALA
194480011;ULTRA ZINC;;50MG;12;128;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
204850067;ULTRA-BENGUE;;;20;503;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
30010016;ULTRA-D3;;1000UI;1;669;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
49390016;ULTRA-FLEX;;;1;479;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
166400016;ULTRA-FOLIC;;;1;669;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
109380052;ULTRA-NEURAXIN;;;3;39;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
65680016;ULTRACARBON;;;1;97;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
89470011;ULTRACE;;500MG;12;117;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3950016;ULTRACINA;;500MG;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3950088;ULTRACINA;;;77;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3950116;ULTRACINA;;250MG;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
19870082;ULTRACORTENOL;;;4;468;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
147620065;ULTRADERM;;0.01;5;123;R.DOMINICANA
76840016;ULTRADOL;;;1;1204;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
177880047;ULTRAFEMME;;;56;580;GUATEMALA
53830016;ULTRAFEN;;500MG;1;110;R.DOMINICANA
53830032;ULTRAFEN;;60MG;8;110;R.DOMINICANA
53830033;ULTRAFEN;;120MG;13;110;R.DOMINICANA
53830092;ULTRAFEN;;300MG;28;110;R.DOMINICANA
53830018;ULTRAFEN;;160MG;30;110;R.DOMINICANA
53830133;ULTRAFEN;;160MG;13;110;R.DOMINICANA
53830116;ULTRAFEN;;750MG;1;110;R.DOMINICANA
169390016;ULTRAFEN ANTIGRIP;;;1;110;R.DOMINICANA
86210016;ULTRAFEN COMPUEST;;;1;97;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
131870016;ULTRAFEN ULTRA;;;1;110;R.DOMINICANA
11320016;ULTRAFLEX MSM;;;1;479;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
187630016;ULTRAMOL;;500MG;1;667;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
149500034;ULTRAMOX BID;;;6;300;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
149500016;ULTRAMOX BID;;;1;300;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3960002;ULTRAPROCT;;;36;104;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
151770016;ULTRAQUIN;;500MG;1;609;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
174820065;ULTRASKIN;30;;5;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
174820165;ULTRASKIN;45;;5;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
219790082;ULTRATEAR;;0.4%;4;72;GUATEMALA
232470030;ULTRATENS;;2.5MG/5MG;14;432;GUATEMALA-COSTA_RICA
18920065;ULTRAVIR;;0.05;5;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18920012;ULTRAVIR;;;9;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18920034;ULTRAVIR;;200MG/5ML;6;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18920112;ULTRAVIR;;200MG;9;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18920212;ULTRAVIR;;400MG;9;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
18920312;ULTRAVIR;;800MG;9;196;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143590051;ULTRAVIST;;150MG;29;104;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143590151;ULTRAVIST;;240MG;29;104;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143590352;ULTRAVIST;;300MG;3;104;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143590452;ULTRAVIST;;370MG;3;104;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143590552;ULTRAVIST;;250MG;3;104;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350065;UMBRELLA;FPS 50+;;5;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350067;UMBRELLA;FPS 50+;;20;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350064;UMBRELLA;PLUS EMULS;;23;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350063;UMBRELLA;BA.CO.MIEL;;18;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350070;UMBRELLA;INT.FL.F50;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350170;UMBRELLA;WATERPROOF;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350163;UMBRELLA;BA.CO.DURA;;18;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350270;UMBRELLA;INT.FPS100;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350263;UMBRELLA;BA.CO.BRON;;18;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350363;UMBRELLA;BA.CO.CLAR;;18;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350370;UMBRELLA;KIDS FPS30;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350463;UMBRELLA;BA.CO.OSCU;;18;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350470;UMBRELLA;KIDS FPS50;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350570;UMBRELLA;P/SENS F50;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350670;UMBRELLA;URBAN.F50;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350770;UMBRELLA;PERF.SK.CL;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350870;UMBRELLA;SPORT ACTI;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32350970;UMBRELLA;SPORT ULTR;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
32351070;UMBRELLA;PERF.SK.OS;;47;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
30630065;UMEC-T;;0.1;5;234;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
186980051;UMECORTIL;;500MG;29;20;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
235080011;UMESIN MATERNAL;;;12;119;R.DOMINICANA
114170016;UMQUAN;;20MG;1;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
114170032;UMQUAN;;800MG/ML;8;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
48290065;UNABEL 1;;;5;106;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44550052;UNAL;;;3;211;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
166750013;UNAMES;;150MG;2;25;R.DOMINICANA
41260011;UNAMOL;;5MG;12;80;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
41260034;UNAMOL;;1MG;6;80;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
41260211;UNAMOL;;10MG;12;80;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
166660065;UNASAL;;0.01;5;80;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3970016;UNASYN;;375MG;1;70;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3970053;UNASYN;;1.5MG;15;70;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3970034;UNASYN;;250MG;6;70;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
161360061;UNDERAN;;;19;176;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
121790086;UNDOS;;;31;87;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
165280061;UNESIA;;;19;503;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
165280063;UNESIA;;;18;503;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
118910011;UNEXIL;;20MG;12;88;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
149340061;UNGUEASYL;;;19;85;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
17510033;UNICAP P;;;13;243;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12450014;UNICAP T;;;55;243;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
22740052;UNICIL 6-3-3;;;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
15460052;UNICIL L-A;;1200000UI;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
15460152;UNICIL L-A;;2400000UI;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
15460252;UNICIL L-A;;600000UI;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
28390052;UNICILIN;ADULTO;;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
28390152;UNICILIN;INFANTIL;;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12460052;UNICILINA;;4000000UI;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12460152;UNICILINA;C/PROBENEC;;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12460252;UNICILINA;;1000000UI;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12460352;UNICILINA;;2000000UI;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12460452;UNICILINA;;6.3.3.;3;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
9940003;UNICLAR;;50MCG;53;200;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
91560011;UNICLOX;;250MG;12;711;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
91560034;UNICLOX;;250MG;6;711;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
91560111;UNICLOX;;500MG;12;711;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
67330074;UNICORT;;;49;318;R.DOMINICANA
3980065;UNIDERM;;;5;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3980064;UNIDERM;;;23;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3980061;UNIDERM;;0.02;19;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3990065;UNIDERM B;;;5;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3990064;UNIDERM B;;;23;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
3990061;UNIDERM B;;;19;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
39720016;UNIDINE;;40MG;1;30;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12470011;UNIFER;;;12;332;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
75230011;UNIFERFOL;;36MG/0.8MG;12;332;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
34570016;UNIFLUOR;;0.25MG;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
110270016;UNILAM;;50MG;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
110270116;UNILAM;;100MG;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143660016;UNILAM H;;50/12.5MG;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143660116;UNILAM H;;100MG/25MG;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143660216;UNILAM H;;100/12.5MG;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
75840016;UNILAPIN;;5MG;1;289;R.DOMINICANA
75840116;UNILAPIN;;10MG;1;289;R.DOMINICANA
130480016;UNIPAR COMPLEX;;;1;337;R.DOMINICANA
130480034;UNIPAR COMPLEX;;250MG;6;337;R.DOMINICANA
224260068;UNIPATCH;FRIO MENT;;63;109;EL SALVADOR-HONDURAS
31020033;UNIPEC;;;13;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
225930033;UNIPEC PLB;;;13;337;R.DOMINICANA
96940016;UNIPLUS;;500MG;1;112;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
96940034;UNIPLUS;;;6;112;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
138860016;UNIPULMIN;;;1;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
65710012;UNIPULMIN D;;;9;276;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
194900016;UNIRIDONA;;3MG;1;289;R.DOMINICANA
194900116;UNIRIDONA;;4MG;1;289;R.DOMINICANA
194900216;UNIRIDONA;;1MG;1;289;R.DOMINICANA
194900316;UNIRIDONA;;2MG;1;289;R.DOMINICANA
227890030;UNITED COX;;15MG;14;419;R.DOMINICANA
211870051;UNITINASE;;;29;789;COSTA_RICA
30110067;UNITONE 4;REVEAL;;20;466;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
30110062;UNITONE 4;WHITE ADVA;;26;466;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
30110162;UNITONE 4;REVEAL SER;;26;466;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
30110165;UNITONE 4;WHITE PLUS;;5;466;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
30110265;UNITONE 4;FPS20;;5;466;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
30110365;UNITONE 4;WHITE ADVA;;5;466;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
213300067;UNITONE 4 ISR;REVEAL;;20;467;R.DOMINICANA
213300062;UNITONE 4 ISR;WHITE ADV;;26;467;R.DOMINICANA
213300065;UNITONE 4 ISR;REVEAL SER;;5;467;R.DOMINICANA
213300165;UNITONE 4 ISR;WHITE PLUS;;5;467;R.DOMINICANA
213300265;UNITONE 4 ISR;FPS20;;5;467;R.DOMINICANA
213300365;UNITONE 4 ISR;WHITE ADVA;;5;467;R.DOMINICANA
51220034;UNIZOL;;400MG;6;112;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
51220016;UNIZOL;;400MG;1;112;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
51220116;UNIZOL;;200MG;1;112;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
98560016;UNIZOL 4;;;1;112;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
98560034;UNIZOL 4;;;6;112;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
154420016;UNIZOL MAX;;;1;112;R.DOMINICANA
18730016;UNIZURIC;;300MG;1;153;GUATEMALA
75210016;UNIZURIC SPQ;;300MG;1;304;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
53970012;UNOCEF;;400MG;9;137;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
53970034;UNOCEF;;100MG/5ML;6;137;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
143850016;UNOIBAN;;150MG;1;102;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
209340053;UNOKAVI;;10MG;15;20;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
66050019;UNOTENEX;BISCUIT;;7;905;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
106030012;UPAR;;20MG;9;86;R.DOMINICANA
202260062;UPIN;LACA;;26;195;COSTA_RICA-PANAMA-HONDURAS
9950011;UPRAL;;10MG;12;65;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
9950111;UPRAL;;20MG;12;65;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146460012;UPRAL E;;40MG;9;65;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146460034;UPRAL E;SOBRES;10MG;6;65;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
146460112;UPRAL E;;20MG;9;65;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
31810016;UPRIMA;;2MG;1;469;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12480017;UPSA-C;;;16;227;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
89730065;URA HAUT;;0.1;5;133;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
205460065;URA HAUT ONICOM;;40%/1%;5;133;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
114180065;URAMOL;;;5;7;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
81310034;URAPRIM;;;6;639;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83790012;URAZOL CR;;10MG;9;305;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
9960012;URBADAN;;10MG;9;172;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
9960112;URBADAN;;20MG;9;172;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
189870062;URBAN FORCE;SER-ON TOP;;26;171;R.DOMINICANA
189970062;URBAN RESTORE;SERUM;;26;171;R.DOMINICANA
220310030;URBASOL;;500MG;14;1050;R.DOMINICANA
204260052;URBATI;;25000UI;3;1050;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
204240052;URBATI-DEXA;;;3;1050;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
204250052;URBATI-DOLO;;;3;1050;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
187810016;URDEX;;250MG;1;150;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
237400065;UREA GV;;0.4;5;623;R.DOMINICANA
70210065;UREA LNI;;;5;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
70210040;UREA LNI;;0.1;32;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
70210062;UREA LNI;;0.4;26;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
233770065;UREA-KEROUREA;;0.4;5;623;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
155060065;UREADER;;;5;204;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
182040040;UREADIN;DERMOPED;0.03;32;170;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
182040140;UREADIN;FAC.FPS20;0.05;32;170;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
158480065;UREADIN RX;20ULTR.HID;0.2;5;170;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
158480067;UREADIN RX;40ULTR.EXF;0.4;20;170;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
158480165;UREADIN RX;30ULTR.EXF;0.3;5;170;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
158480240;UREADIN RX;10.REP.EMO;0.1;32;170;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
145880065;UREAMIDE;;;5;522;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
185460065;UREATIV FPG;;0.1;5;757;GUATEMALA
181630065;UREATIV GLK;;;5;257;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
188190040;URELAC;;0.2;32;623;R.DOMINICANA
188190140;URELAC;;0.1;32;623;R.DOMINICANA
188190240;URELAC;;0.05;32;623;R.DOMINICANA
