cod_producto;descripcion_raiz;desc_ext;concentracion;id_forma;id_labo;habilitaciones
200240016;0-ES-3;;;1;1;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
191770013;0-TROMB;;75MG;2;2;R.DOMINICANA
214560052;2-BETA HERBAL;;;3;3;R.DOMINICANA
19450082;3 A OFTENO;;;4;4;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
232090065;3-DERMAX;;;5;5;PANAMA
117570034;3-GEL;;;6;6;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
76740034;3TC;;10MG;6;7;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
76740016;3TC;;150MG;1;7;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
215750016;3ZCURE;;500MG;1;8;R.DOMINICANA
239290019;5-ASA;;1GR;7;9;HONDURAS
239290119;5-ASA;;2GR;7;9;HONDURAS
78890065;5A;;;5;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
159900032;6-COPIN;;25MG;8;11;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
81610065;A-ARRUGAS LIFT.BA;;;5;12;R.DOMINICANA
124780065;A-DERMA DERMALIBO;;;5;13;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
153620065;A-DERMA EXOMEGA;;;5;13;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
153620165;A-DERMA EXOMEGA;LECHE;;5;13;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
153620265;A-DERMA EXOMEGA;BA¥O TRATA;;5;13;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
153620365;A-DERMA EXOMEGA;EPITHE.ULT;;5;13;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
163780012;A-FENAC;;50MG;9;14;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
126540065;A-OXITIVE;ACQUA-CR;;5;15;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
126540165;A-OXITIVE;SERUM DEF;;5;15;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
205650065;A-WRINKLE COLAGEN;FACIAL;;5;16;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
74350065;A.C.V 200;;0.05;5;17;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
210460013;A.FOL+HIERR.A.SEL;;150MG/0.25MG;2;18;GUATEMALA-COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS
210460034;A.FOL+HIERR.A.SEL;;;6;18;GUATEMALA-COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS
123450016;A.M.D;;250MG;1;19;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
76060052;A.M.K;;500MG;3;20;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
76060152;A.M.K;;100MG;3;20;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12050032;A.S. COR;;1GR;8;21;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
40030032;AB-COLIC;;;8;22;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
96610031;AB-COLIC D;;;10;22;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
196330039;AB-DIGEST;STICK-BEB;;11;22;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
208420011;AB-INMUNO;;;12;22;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
193670011;AB-LIFE;1.2M UFC;;12;22;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
226940011;AB-MIND;;;12;23;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
225370019;AB-SAKEI;SOBRES;;7;23;EL SALVADOR-HONDURAS
177610016;ABACAV.+LAMIV.SV7;;;1;24;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
177600039;ABACAVIR SV7;;20MG/ML;11;24;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
177600016;ABACAVIR SV7;;300MG;1;24;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
188090033;ABARCAL;;160/1MG;13;25;R.DOMINICANA
188090032;ABARCAL;;100MG/0.5MG;8;25;R.DOMINICANA
119790016;ABAXON AP;;1MG;1;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
119790116;ABAXON AP;;0.5MG;1;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
233530030;ABBY;;;14;27;COSTA_RICA
94890019;ABC MULTIVI.;SOBRES;;7;28;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
167870012;ABDOGRAS;;;9;29;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
31450032;ABDOL;;15MG;8;30;GUATEMALA-EL SALVADOR-NICARAGUA
31450052;ABDOL;;75MG;3;30;GUATEMALA-EL SALVADOR-NICARAGUA
31450016;ABDOL;;50MG;1;30;GUATEMALA-EL SALVADOR-NICARAGUA
186930053;ABEFEN;;1GR;15;20;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
240250033;ABELIT;;35MG/5ML;13;31;R.DOMINICANA
24520033;ABENTEL;;200MG/5ML;13;32;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
82990039;ABIADIN;;;11;33;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
28490019;ABINTRA;;;7;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
74360016;ABIOLEX;;;1;34;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
74360316;ABIOLEX;;1GR;1;34;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
204790012;ABIRATRAL;;250MG;9;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
83000033;ABISTAN;;;13;35;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
209420019;ABLAZOR;SOBRES;;7;36;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
174260033;ABRAVIA;;5MG;13;37;R.DOMINICANA
174260016;ABRAVIA;;10MG;1;37;R.DOMINICANA
232300053;ABRAXANE;;100MG;15;38;HONDURAS
97050033;ABRELIX;;;13;39;R.DOMINICANA
150510011;ABRETIA;;18MG;12;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
150510111;ABRETIA;;25MG;12;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
150510211;ABRETIA;;40MG;12;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
150510311;ABRETIA;;60MG;12;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
101770033;ABREXIL;;35MG/5ML;13;18;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS
19330033;ABRILAR;;35MG/5ML;13;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
19330017;ABRILAR;;65MG;16;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
19330133;ABRILAR;EA575 MENT;35MG/5ML;13;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
19330233;ABRILAR;EA 575;35MG/5ML;13;26;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
23830093;ABSTERGENT;;;17;40;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
52060016;ABZ;;200MG;1;41;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
52060034;ABZ;;400MG;6;41;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
55250016;AC-CLO;;750MG;1;42;R.DOMINICANA
55430016;AC-CLO FORTE;;37.5/325MG;1;42;R.DOMINICANA
186350016;AC.ACETILSALI.IBF;;81MG;1;43;R.DOMINICANA
660012;AC.ACETILSALI.LNI;;;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
660112;AC.ACETILSALI.LNI;;100MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
660212;AC.ACETILSALI.LNI;;325MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
660312;AC.ACETILSALI.LNI;;81MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
660412;AC.ACETILSALI.LNI;;500MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
35890012;AC.ACETILSALI.MAM;;81MG;9;45;R.DOMINICANA
106140063;AC.BORICO LNI;SOBRES;;18;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
207520063;AC.BORICO MDT;;;18;46;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
48410012;AC.FOLI+HIERR.LNI;;;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
48410033;AC.FOLI+HIERR.LNI;;;13;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
48410032;AC.FOLI+HIERR.LNI;;;8;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
239640016;AC.FOLICO ADI;;5MG;1;47;GUATEMALA-COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS
156150016;AC.FOLICO ALFA;;5MG;1;2;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86860016;AC.FOLICO CAX;;1MG;1;48;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86860116;AC.FOLICO CAX;;5MG;1;48;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
236130016;AC.FOLICO ECM;;5MG;1;49;EL SALVADOR
186360016;AC.FOLICO IBF;;5MG;1;43;R.DOMINICANA
186360033;AC.FOLICO IBF;;;13;43;R.DOMINICANA
84710016;AC.FOLICO LMC;;5MG;1;50;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
13090016;AC.FOLICO LNI;;5MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
13090032;AC.FOLICO LNI;;;8;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
13090039;AC.FOLICO LNI;;;11;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
13090116;AC.FOLICO LNI;;1MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
13090316;AC.FOLICO LNI;;10MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
152850016;AC.FOLICO RAM;;5MG;1;51;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
60016;AC.FOLICO RAVE;;1MG;1;52;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
60116;AC.FOLICO RAVE;;5MG;1;52;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
210160016;AC.FOLICO SEL;;5MG;1;18;GUATEMALA-COSTA_RICA-EL SALVADOR-NICARAGUA-HONDURAS
86460012;AC.FOLINICO LNI;;10MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86460052;AC.FOLINICO LNI;;50MG;3;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86460116;AC.FOLINICO LNI;;5MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
86460216;AC.FOLINICO LNI;;15MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
200110065;AC.FUSI+HIDRO.LNI;;;5;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
112540065;AC.FUSIDICO GEF;;0.02;5;53;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
43270065;AC.FUSIDICO LNI;;0.02;5;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
43270082;AC.FUSIDICO LNI;;;4;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
43270061;AC.FUSIDICO LNI;;0.02;19;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
193080065;AC.FUSIDICO M.K;;0.02;5;54;GUATEMALA-COSTA_RICA-EL SALVADOR-HONDURAS-R.DOMINICANA
133960065;AC.FUSIDICO MN;;0.02;5;55;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
70330067;AC.GLICOLICO LNI;;;20;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
12820011;AC.GLUTAMICO LNI;;;12;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
171680067;AC.HIALURONICO LN;;;20;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
171680001;AC.HIALURONICO LN;;;21;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
224010011;AC.HIG.BACALA VTT;;;12;16;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
202530016;AC.IBANDRONIC.LAM;;150MG;1;56;R.DOMINICANA
132600016;AC.IBANDRONIC.LNI;;150MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
202740012;AC.IBANDRONIC.MAM;;150MG;9;45;R.DOMINICANA
113710065;AC.KOJICO LNI;;;5;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
54350012;AC.MEFENAMICO LNI;;500MG;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
228680030;AC.MEFENAMICO MK;;500MG;14;54;R.DOMINICANA
3130016;AC.MEFENAMICO T/M;;500MG;1;55;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
171850016;AC.NALI+FENAZ.LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
2610016;AC.NALIDIXICO LNI;;;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
2610033;AC.NALIDIXICO LNI;;;13;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
205480016;AC.NICOTINICO LNI;;500MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
2640083;AC.POLIACRILICO L;;;22;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
25320067;AC.RETINOICO LNI;;0.025%;20;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
25320167;AC.RETINOICO LNI;;0.05%;20;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
103770065;AC.SALIC+BETA.LNI;;;5;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
74590065;AC.SALICILICO LNI;;;5;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
202100016;AC.TIOCTICO LNI;;600MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
202100116;AC.TIOCTICO LNI;;300MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
96910052;AC.TRANEXAMICO LN;;;3;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
96910011;AC.TRANEXAMICO LN;;500MG;12;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
96910111;AC.TRANEXAMICO LN;;250MG;12;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
182240011;AC.URSODESOXI.LNI;;300MG;12;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44560016;AC.VALPROICO LNI;;500MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44560039;AC.VALPROICO LNI;;;11;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44560052;AC.VALPROICO LNI;;;3;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
44560116;AC.VALPROICO LNI;;250MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
195300034;AC.VALPROICO M.K;;500MG;6;54;R.DOMINICANA
89340016;AC.VALPROICO MCK;;250MG;1;57;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
167530034;AC.VALPROICO QAP;;250MG/5ML;6;58;GUATEMALA
138230052;AC.ZOLEDRONIC.B2I;;4MG;3;59;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
214920052;AC.ZOLEDRONIC.LNI;;4MG;3;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
177620052;AC.ZOLEDRONICO SV;;4MG;3;24;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
196220013;ACADIA;;90MG;2;60;R.DOMINICANA
196220113;ACADIA;;120MG;2;60;R.DOMINICANA
54850012;ACALKA;;1.08GR;9;61;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
83050016;ACANOL;;2MG;1;62;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
189310064;ACAR KLEAN;;;23;10;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
14770116;ACARBOSA LNI;;50MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
111050016;ACBAN;;150MG;1;63;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
183630080;ACCENTRIX;;10MG/ML;24;64;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
91730016;ACCION PLUS;;400MG/50MG;1;65;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
19360016;ACCOLATE;;20MG;1;66;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
152700016;ACCORD;;50MG;1;67;R.DOMINICANA
152700116;ACCORD;;100MG;1;67;R.DOMINICANA
154240013;ACCORD H;;50/12.5MG;2;67;R.DOMINICANA
193840077;ACCU-CHEK INSTANT;;;25;68;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
208680077;ACCU-CHEK PERFORM;;;25;68;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
134470082;ACCULOL;;0.5%;4;69;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56150016;ACCUPRIL;;20MG;1;70;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
56150116;ACCUPRIL;;10MG;1;70;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
19500216;ACCURETIC;;20MG/12.5MG;1;70;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
19500316;ACCURETIC;;20/25MG;1;70;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
108370065;ACDERM;;0.2;5;71;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
218910011;ACDERM ISO;;20MG;12;72;GUATEMALA
199470016;ACE MISO;;200MCG;1;73;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
173730012;ACE+CAF+ERGO.LNI;;;9;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
238360016;ACE.PESCADO LNI;;1.2GR;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
211160033;ACEBROFILINA LNI;;50MG/5ML;13;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
184330033;ACEBRONCOL;;50MG/5ML;13;74;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
172710016;ACECLOFENACO CHE;;100MG;1;75;GUATEMALA
89300016;ACECLOFENACO LNI;;100MG;1;44;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
116280016;ACECLOWELL;;100MG;1;76;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
130820032;ACEDEF;;;8;77;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
26850032;ACEDEX;;;8;77;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
104280017;ACEDIP;;600MG;16;78;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
104280039;ACEDIP;;100MG/5ML;11;78;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
238980019;ACEFLUX;;200MG;7;79;NICARAGUA
81510062;ACEI.REG.ROSA MOS;;;26;12;R.DOMINICANA
119410065;ACELER;;0.02;5;80;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
119470065;ACELER CO;;;5;80;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
76230011;ACELIFEN;;750MG;12;81;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
76230033;ACELIFEN;;;13;81;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
238460016;ACEMAGNIL;;150MG/30.39MG;1;82;R.DOMINICANA
238380017;ACEMUK;;600MG;16;83;GUATEMALA-EL SALVADOR-HONDURAS
238380117;ACEMUK;;200MG;16;83;GUATEMALA-EL SALVADOR-HONDURAS
68230033;ACENOFEN;;120MG;13;84;GUATEMALA-COSTA_RICA-EL SALVADOR-PANAMA-NICARAGUA-HONDURAS-R.DOMINICANA
